business_id|insertedAtTimestamp|name|address|coordinates|number_of_reviews|rating|zip_code|cuisine
DFRpXRHjOHBxYHiuvwaEQQ|2024-10-17 21:27:52.716068|Rosa Mexicano|61 Columbus Ave, New York, NY 10023|40.77115637915222,-73.9831131|1629|3.4|10023|Mexican
qCf1QN11Qdncpqb7PhuyVw|2024-10-17 21:27:52.716085|The Ragtrader & Bo Peep Cocktail and Highball Store|70 W 36th St 1A, 1A, New York, NY 10018|40.7507108837366,-73.98621872023773|939|4.4|10018|Mexican
10tnq8x2qI7ix7VqVP0rMw|2024-10-17 21:27:52.716103|Tacombi|377 Amsterdam Ave, New York, NY 10024|40.78261049298808,-73.97844461874793|308|3.8|10024|Mexican
Pcpcv2T9OJiYXAeFr-026w|2024-10-17 21:27:52.716119|Reyna New York|11 E 13th St, New York, NY 10003|40.735075,-73.993127|142|4.4|10003|Mexican
cy0vBvZu2Eb4XtRFCp8Seg|2024-10-17 21:27:52.716134|Conmigo|1685 1st Ave, New York, NY 10128|40.77793,-73.94902|377|3.9|10128|Mexican
ihzI-4yGesoQuAoIocao8g|2024-10-17 21:27:52.716150|Tacuba Hell's Kitchen|802 9th Ave, New York, NY 10019|40.76545,-73.98729|863|3.8|10019|Mexican
9yc2V6zNpLG58uPV_ykBog|2024-10-17 21:27:52.716164|Boqueria W40th|260 W 40th St, New York, NY 10018|40.75558,-73.99012|809|4.1|10018|Mexican
9_CEU7Wmvmwlyvqr-PJD6w|2024-10-17 21:27:52.716179|Ofrenda|113 7th Ave S, New York, NY 10014|40.73391,-74.00242|1135|3.9|10014|Mexican
dEOv8_ivdHp85OK_TDQh_g|2024-10-17 21:27:52.716195|Da Andrea - Chelsea|160 8th Ave, New York, NY 10011|40.742041,-74.000467|325|4.7|10011|Mexican
nrwOQSXoRXfAYhkdjiUk8g|2024-10-17 21:27:52.716211|Toro Loco|15 Stone St, New York, NY 10004|40.70421,-74.01208|500|4.0|10004|Mexican
twQFM-8T_Y4yYIqeEPk4XQ|2024-10-17 21:27:52.716226|Casa Carmen|114 Franklin St, New York, NY 10013|40.718705771624705,-74.00606353625375|65|3.9|10013|Mexican
ub2VfE7SRLJABAClzGZp3A|2024-10-17 21:27:52.716243|Tacombi|30 W 24th St, New York, NY 10010|40.742951144734526,-73.99112555888786|840|3.8|10010|Mexican
L3REPLCvQpMapYPd_fkS-A|2024-10-17 21:27:52.716259|Los Mariscos|409 W 15th St, New York, NY 10011|40.74207,-74.00565|849|4.6|10011|Mexican
hKkPlYmHoS9Nb_UbGGqx8A|2024-10-17 21:27:52.716274|Street Taco|358 3rd Ave, New York, NY 10016|40.74089,-73.98187|582|4.0|10016|Mexican
VThwGCuC6JVaxAgnmuJDRg|2024-10-17 21:27:52.716289|Cilantro|485 Columbus Ave, New York, NY 10024|40.784629,-73.973121|544|3.6|10024|Mexican
YFL1rAdlv7J0cswHVhvCtQ|2024-10-17 21:27:52.716304|Ruta Oaxaca Mexican Cuisine|35-03 Broadway, Astoria, NY 11106|40.76058,-73.92182|317|4.5|11106|Mexican
XipQLDbyTl5tsLlyzAWzug|2024-10-17 21:27:52.716323|Jajaja Mexicana|162 E Broadway, New York, NY 10002|40.71419,-73.99041|1236|4.5|10002|Mexican
NcIUA8l_kmbPEwqI9lzELg|2024-10-17 21:27:52.716338|Anejo|668 10th Ave, New York, NY 10036|40.76265,-73.99306|885|3.8|10036|Mexican
BsDu_kup3lJ2QHb-Botpeg|2024-10-17 21:27:52.716352|Covacha|368 Columbus Ave, New York, NY 10023|40.78110489839311,-73.97644500326436|233|4.1|10023|Mexican
6AJwsgXr7YwsqneGVAdgzw|2024-10-17 21:27:55.215160|Las Catrinas Mexican Bar & Eatery|32-02 Broadway, Astoria, NY 11106|40.7614214682633,-73.9246649456171|481|4.1|11106|Mexican
zASGm-RyRNTY2xQir2nV_w|2024-10-17 21:27:55.215268|Jajaja Mexicana|119 Kent Ave, Brooklyn, NY 11249|40.720138288951354,-73.96157921170422|133|4.3|11249|Mexican
BbMUXd69i0tlWS2aoppwaQ|2024-10-17 21:27:55.215287|El Camion|194 Ave A, New York, NY 10009|40.7291717528508,-73.98111043269348|790|3.9|10009|Mexican
xGNzAsakHgbbl9fwgSoiUg|2024-10-17 21:27:55.215304|Kahlo|525 West 29th St, New York, NY 10001|40.752092,-74.0026757|271|4.2|10001|Mexican
vYB5bZOJQkmBquzQ8D23-w|2024-10-17 21:27:55.215874|Comodo|23 Lexington Ave, New York, NY 10010|40.739799589140155,-73.98430253276572|69|4.0|10010|Mexican
4Z0sxJTNkxhRBH3l5PG_qw|2024-10-17 21:27:55.215902|Bar Tulix|25 W Houston St, New York, NY 10012|40.72577,-73.99808|70|3.9|10012|Mexican
8SdKtlwT9vcowN4veZ8Sjw|2024-10-17 21:27:55.215918|Bar Mexicana|127A W 43rd St, New York, NY 10036|40.7562,-73.98496|17|4.5|10036|Mexican
Zk8UgB9MDoIHWFYgAxNlIQ|2024-10-17 21:27:55.215933|De Mole|2 Hope St, Brooklyn, NY 11211|40.71377,-73.95786|305|4.3|11211|Mexican
7bD22UAtH56ikWYslOSIQg|2024-10-17 21:27:55.215947|Calexico - Upper East Side|1491 2nd Ave, New York, NY 10075|40.77259,-73.95588|905|3.8|10075|Mexican
msTXsZGFMWSCMsdf6yIB2Q|2024-10-17 21:27:55.215962|La Cocina De Mama|154E 109th St, New York, NY 10029|40.793995,-73.944716|29|4.7|10029|Mexican
e7krRmyE5upHv2gsEOdR8w|2024-10-17 21:27:55.215977|Mayamezcal|304 E 6th St, New York, NY 10003|40.72711,-73.98817|648|4.0|10003|Mexican
iHinXbZk2625noKq9XSvzA|2024-10-17 21:27:55.215991|Seeyamañana|49 West 27th St, New York, NY 10001|40.745332,-73.990216|77|4.1|10001|Mexican
iTj5T_jPYvznd1QTgs7NZw|2024-10-17 21:27:55.216009|Nai |84 2nd Ave, New York, NY 10003|40.726579267369175,-73.9889093327649|1127|4.3|10003|Mexican
v8tuFxvNkKdZytWTn9BhMA|2024-10-17 21:27:55.216025|Fonda Chelsea|189 9th Ave, New York, NY 10011|40.7455185879981,-74.0021848849335|470|3.8|10011|Mexican
5S8ZK9XLdl4l645twbNYZQ|2024-10-17 21:27:55.216040|Boqueria UES|1460 2nd Ave, New York, NY 10075|40.7715560371317,-73.95615849872732|1004|4.2|10075|Mexican
jYAqup9AF9N9wYAWYanZ-A|2024-10-17 21:27:55.216057|Arriba Arriba Midtown|762 9th Ave, New York, NY 10019|40.7641288111074,-73.9882850646973|1035|3.4|10019|Mexican
eM5uNo9gsztpqAFBqwWWxA|2024-10-17 21:27:55.216073|Sentir|37 West 19th St, New York, NY 10011|40.740061713275594,-73.99317959999999|52|4.7|10011|Mexican
eW0p8TpZa-_BFG53B7tHgQ|2024-10-17 21:27:55.216091|Alcala Restaurant|246 E 44th St, New York, NY 10017|40.751148223877,-73.971809387207|206|3.9|10017|Mexican
DEp-9JVnKN7eTb9A_mUlfA|2024-10-17 21:27:55.216108|Zou Zou’s|385 9th Ave, Ste 85, New York, NY 10001|40.75294111375021,-73.99872428597398|425|4.2|10001|Mexican
EHUNrnIgnhwTnpOm3gEESg|2024-10-17 21:27:55.216127|Tacuba|35-01 36th St, Astoria, NY 11106|40.755953,-73.924415|790|3.8|11106|Mexican
QqrEF8_ZQCGi63cL10J5oA|2024-10-17 21:27:55.216142|Chola|232 E 58th St, New York, NY 10022|40.76016,-73.96582|707|4.0|10022|Mexican
SXWnyFNLCehVlJPRxk7gAg|2024-10-17 21:27:55.216158|Anejo Tribeca|301 Church St, New York, NY 10013|40.71931499731559,-74.00427174111186|714|4.1|10013|Mexican
kBpYAEbDHlf-yFjmUBYhlw|2024-10-17 21:27:55.216174|Cinco de Mayo|43 W 55th St, New York, NY 10019|40.76256094905769,-73.97674246674985|15|4.5|10019|Mexican
CoSXktG_8Q_c3WD2CB4GuA|2024-10-17 21:27:55.216192|Dos Caminos|480 Lexington Ave At The Corner Of Avenue & East 46th Street, New York, NY 10167|40.75423281781175,-73.97427953549227|79|3.2|10167|Mexican
mbkBCEx8mgw9Qroo7xywPg|2024-10-17 21:27:55.216210|The Mean Fiddler|266 W 47th St, New York, NY 10036|40.7600569,-73.9871765|902|4.1|10036|Mexican
IyxW7CCYYUG8H0Pm7nhnYQ|2024-10-17 21:27:55.216225|Quique Crudo|27 Bedford St, New York, NY 10012|40.72916800586558,-74.0037431|34|4.7|10012|Mexican
DQuwci5xgJxXx7dxxp9FBA|2024-10-17 21:27:55.216244|Taqueria St. Marks Place|79 St Marks Pl, New York, NY 10003|40.72788723475379,-73.98557625767012|506|4.2|10003|Mexican
ry7XCoXXxS0DxRmzZLFybw|2024-10-17 21:27:55.216264|Taqueria Gramercy|218 3rd Ave, New York, NY 10003|40.7363,-73.98531|178|3.9|10003|Mexican
LQHegfNHe7ylY3bocrFlpg|2024-10-17 21:27:55.216280|Calle Dao - Bryant Park|38 W 39th St, New York, NY 10018|40.752167,-73.98422161374535|2044|4.2|10018|Mexican
5TX0X8w5ssIACU_pnBEq6g|2024-10-17 21:27:55.216295|Tony's Di Napoli|147 W 43rd St, New York, NY 10036|40.75641,-73.98547|2810|4.2|10036|Mexican
U6l20gH8YuOJMO8vF6_Ufw|2024-10-17 21:27:55.216313|Jajaja Mexicana|450 W 33rd St, Whole Foods, New York, NY 10001|40.752826939147255,-73.99968461876813|84|4.4|10001|Mexican
uwDuBWMQcRmdyBpnK0LkTg|2024-10-17 21:27:55.216332|‘ritas|756 9th Ave, New York, NY 10019|40.7633331939511,-73.9887996051015|80|4.1|10019|Mexican
jf3JRaxUYU93x8LFU-8gkA|2024-10-17 21:27:55.216350|GupShup|115 E 18th St, New York, NY 10003|40.7368831,-73.98764|818|4.0|10003|Mexican
NXjCypQNl7tBrdR3gkFqdg|2024-10-17 21:27:55.216378|Lupita's Restaurant|2049 2nd Ave, New York, NY 10029|40.790205,-73.943136|147|3.9|10029|Mexican
5WBwvVVZJc90E6O28NAjkQ|2024-10-17 21:27:55.216395|Superbueno|13 1st Ave, East Village, NY 10003|40.72345312351195,-73.9885737|63|4.2|10003|Mexican
7YYp_2WYWdRSt_NohV7Psw|2024-10-17 21:27:55.216411|Casa Birria NYC|86th St & 2nd Ave, New York, NY 10028|40.7778826,-73.95178|110|4.7|10028|Mexican
_sUCZmevEr3_hZeepPc4zA|2024-10-17 21:27:55.216427|Comida Corrida|200 Allen St, New York, NY 10002|40.7226136,-73.98850109035179|1|5.0|10002|Mexican
bdGaFXlocJSuQnGWYaVMyQ|2024-10-17 21:27:55.216442|Mayahuel|3207 34th Ave, Astoria, NY 11106|40.75936,-73.92601|110|4.3|11106|Mexican
ApzxIf8AYh3MEgvF63Zuvw|2024-10-17 21:27:55.216457|Cantina 48|605 W 48th St, Fl 3, New York, NY 10036|40.76497,-73.99607|13|3.4|10036|Mexican
dgaNriM1VdI2nGochhHE_g|2024-10-17 21:27:55.216475|Casa Enrique|5-48 49th Ave, Long Island City, NY 11101|40.743404338358,-73.954350367693|1588|4.2|11101|Mexican
tuP7STBjszTvKcQLeFMnkw|2024-10-17 21:27:55.216491|Nina's Great Burrito Bar|522 Columbus Ave, New York, NY 10024|40.786026,-73.972724|439|4.0|10024|Mexican
of8nJEagUSBCOO5S-sEAcQ|2024-10-17 21:27:55.216508|El Lugar Cantina|30 W 30th St, New York, NY 10001|40.746461,-73.987928|23|4.3|10001|Mexican
9aJ1MVTthZw3QjqoG7mPjg|2024-10-17 21:27:55.216525|Rosie's|29 E 2nd St, New York, NY 10003|40.72493398880827,-73.99062355504286|926|3.9|10003|Mexican
4qCe2wTRGqbjP0wkI2Yy3g|2024-10-17 21:27:55.216544|Chama Mama - Upper West Side|373 Amsterdam Ave, New York, NY 10024|40.78226,-73.97875|168|4.2|10024|Mexican
GukBzzNsZMuwfVey06advg|2024-10-17 21:27:55.216560|Nizuc|485 10th Ave, New York, NY 10018|40.7567889,-73.9979592|12|4.7|10018|Mexican
6hKJePanmG9AxK4dfwgyyg|2024-10-17 21:27:55.216574|The Horny Ram|951 2nd Ave, New York, NY 10022|40.75528,-73.96857|785|4.2|10022|Mexican
sY_DQNiurhLDD69B_kKUbg|2024-10-17 21:27:55.216592|Casa Bond|334 Bowery St, New York, NY 10012|40.7260551,-73.9923001|25|4.0|10012|Mexican
6ezrABEThm48qv1qj8_FVw|2024-10-17 21:27:55.216609|Javelina|1395 2nd Ave, New York, NY 10021|40.7694,-73.95816|183|3.8|10021|Mexican
WZynqsGjqQLc_T8R80_-7g|2024-10-17 21:27:55.216625|Yellow Rose|102 3rd Ave, New York, NY 10003|40.732575,-73.98806909999999|197|4.2|10003|Mexican
vyKBwzRdNX4yiJDIFv37iw|2024-10-17 21:27:55.216642|Oxomoco|128 Greenpoint Ave, Brooklyn, NY 11222|40.7299099,-73.95548|687|4.2|11222|Mexican
nI1UYDCYUTt23TpGxqnLKg|2024-10-17 21:27:56.594246|Buddakan|75 9th Ave, New York, NY 10011|40.7422762672197,-74.0048000961542|4738|4.1|10011|Mexican
Pf3tk5fYN-GVxXWRokjIWg|2024-10-17 21:27:56.594351|Colonia Verde|219 Dekalb Ave, Brooklyn, NY 11205|40.6897354125977,-73.970703125|266|4.0|11205|Mexican
TgoYhgbPCYhLBNtpue3QHg|2024-10-17 21:27:56.594372|Maya|1191 1st Ave, New York, NY 10065|40.7631741,-73.9597236|1126|3.7|10065|Mexican
Hb-eDht12T4kjNtsa0y7vA|2024-10-17 21:27:56.594391|Mexi|149 N 9th St, Brooklyn, NY 11249|40.719315,-73.95669|18|4.4|11249|Mexican
XYyIWs-3J4bZRZDfcsMquQ|2024-10-17 21:27:56.594410|Rancho Tequileria|741 9th Ave, New York, NY 10019|40.763741,-73.989173|397|3.6|10019|Mexican
j9a6xr78a6tPBblKvvBJew|2024-10-17 21:27:56.594426|The Cactus Shop|231 Kent Ave, Brooklyn, NY 11249|40.71672,-73.96543|76|4.3|11249|Mexican
WyiTT3VHjzowMnOnUpZ7TQ|2024-10-17 21:27:56.594442|Empellón|510 Madison Ave, New York, NY 10022|40.75972,-73.97472|464|3.8|10022|Mexican
uvcEo61aL2F8e4PCzwZsYg|2024-10-17 21:27:56.594462|Chihuahua|47-02 Greenpoint Ave, Sunnyside, NY 11104|40.742455285128734,-73.9177755|194|4.3|11104|Mexican
qIOAlXCCYrwN0VxEEH-Tmw|2024-10-17 21:27:56.594480|Boqueria Flatiron|53 W 19th St, New York, NY 10011|40.740218040866374,-73.99378279675712|1434|4.0|10011|Mexican
OZHywdX0bT2MCmyUHoQNHA|2024-10-17 21:27:56.594625|El Fish Marisquería|155 Amsterdam Ave 67th St, New York, NY 10023|40.77523410000001,-73.9838458|90|4.3|10023|Mexican
xGoSAOhQBNdJMJmPn7CMDQ|2024-10-17 21:27:56.594649|Mexicue - Midtown|1440 Broadway, New York, NY 10018|40.754109,-73.986015|708|3.9|10018|Mexican
unWoFZeSWa0DK1YMekO_Uw|2024-10-17 21:27:56.594667|Trademark Bar + Kitchen|38 W 36th St, New York, NY 10018|40.75032695589006,-73.98555861499142|755|4.4|10018|Mexican
E_oFzRY-7j9T04qHkORCsw|2024-10-17 21:27:56.594684|Santa Fe|73 W 71st St, New York, NY 10023|40.7767563,-73.9789734|236|3.6|10023|Mexican
B6bEkY9sJ_GU2pD2Rwb4gg|2024-10-17 21:27:56.594702|El Mitote|208 Columbus Ave, New York, NY 10023|40.77585098422546,-73.98017539227614|648|3.4|10023|Mexican
47_jHPl3p4-OYGCVLy2ZIA|2024-10-17 21:27:56.594720|Salvatoria Kitchen & Bar|31-18 Broadway, Astoria, NY 11106|40.76142,-73.92486|296|4.3|11106|Mexican
vC5XPdWzKa-c8iUQlUwEUQ|2024-10-17 21:27:56.594737|Orale Mexican Kitchen|1426 Willow Ave, Hoboken, NJ 07030|40.75493,-74.02968|353|3.8|07030|Mexican
OwV-MtDBC2H08rVcBqP2mA|2024-10-17 21:27:56.594752|Pio Pio 8|604 10th Ave, New York, NY 10036|40.760506289326,-73.994564488901|2666|4.0|10036|Mexican
bbb6QZReetkrrubqGWJokQ|2024-10-17 21:27:56.594770|Blue Agave|11 Doyers St, New York, NY 10013|40.71448,-73.99819|522|3.3|10013|Mexican
qr24KgWcZGUhKZIPyVMsNw|2024-10-17 21:27:56.594784|Maz Mezcal|316 E 86th St, New York, NY 10028|40.77741,-73.95103|456|3.4|10028|Mexican
H1jops1lmuhrq9lP7lEGJQ|2024-10-17 21:27:56.594799|Flor De Mayo|484 Amsterdam Ave, New York, NY 10024|40.78609,-73.97658|1358|4.0|10024|Mexican
iPc-zPgcpgeSo76xl5Jbpw|2024-10-17 21:27:56.594815|The Maze|32 W 32nd St, Fl 3, New York, NY 10001|40.747664,-73.987245|766|3.9|10001|Mexican
SP4bvMvxel_UPdof_er3HA|2024-10-17 21:27:56.594831|Taco Mahal|73 7th Ave S, New York, NY 10014|40.73235768476899,-74.00332645767203|933|4.4|10014|Mexican
RzKR9QcYP03EQ_8DxTxowg|2024-10-17 21:27:56.594848|Barrio Chino|253 Broome St, New York, NY 10002|40.718022,-73.990026|1198|3.9|10002|Mexican
V9jFJfuK3FzWCJGoY15EgQ|2024-10-17 21:27:56.594863|Maiz|606 8th Ave, New York, NY 10018|40.755414979327306,-73.99069290204672|315|4.2|10018|Mexican
JYNBy2r3LVhJbLHE1bASfg|2024-10-17 21:27:56.594881|The Smith|1900 Broadway, New York, NY 10023|40.77182581896378,-73.9818461|2277|3.8|10023|Mexican
-Q8MYIWoE4EsGQtudIOY0w|2024-10-17 21:27:56.594897|Bua Thai Ramen & Robata Grill|1611 2nd Ave, New York, NY 10028|40.7763615,-73.95308|3077|4.5|10028|Mexican
Q-zg3X3OQ0gNABmwlgiczw|2024-10-17 21:27:56.594915|The Naked Pig|922 3rd Ave, New York, NY 10022|40.759429,-73.968546|57|4.2|10022|Mexican
LHxZgTddXIp_S1sL3nNG9w|2024-10-17 21:27:56.594930|Park Avenue Tavern|99 Park Ave, New York, NY 10016|40.750313,-73.978426|1056|4.0|10016|Mexican
FavssEgZjXFi2unEXePkVQ|2024-10-17 21:27:56.594945|Tacombi|255 Bleecker St, New York, NY 10014|40.7310998,-74.00274238100236|643|4.0|10014|Mexican
z7oENFBs8ZCIilnjxrZr_Q|2024-10-17 21:27:56.594961|Populares|51 Ave B, Manhattan, NY 10009|40.7231301089648,-73.9825189|24|3.9|10009|Mexican
MuQC1DiJl6yz1j_qfIBvCQ|2024-10-17 21:27:56.594977|IXTA Cocina Mexicana + Mezcal Bar|299 Bowery, New York, NY 10003|40.724428,-73.992123|74|3.8|10003|Mexican
LyCE268_fz_MAZieFZY1lA|2024-10-17 21:27:56.594993|El Cantinero|86 University Pl, New York, NY 10003|40.73364,-73.99324|606|3.1|10003|Mexican
HjvCwjM0EkFoYo8TFHjfww|2024-10-17 21:27:56.595008|Arre Sinaloa|4605 Park Ave, Union City, NJ 07087|40.77804222204433,-74.0175949037075|79|4.8|07087|Mexican
WE064Ln20S4MQVT1hETCCw|2024-10-17 21:27:56.595026|Canyon Road|1470 1st Ave, New York, NY 10075|40.770694,-73.953774|322|3.8|10075|Mexican
xK1HSKDbYfuCvWw8u1OXlQ|2024-10-17 21:27:56.595043|Fresco's Grand Cantina|28-50 31st St, New York, NY 11102|40.76739,-73.92136|59|4.1|11102|Mexican
elWIigHM2IfrdzzYIxcvgA|2024-10-17 21:27:56.595059|Corima|3 Allen St, New York, NY 10002|40.71465390367611,-73.99300411224878|26|4.5|10002|Mexican
IpBG_nY_opO9Zy-xNBEQCg|2024-10-17 21:27:56.595076|La Chilaquería - New York|139 W 28th St, New York, NY 10001|40.746995,-73.992207|116|4.7|10001|Mexican
VIIfYEzIppjps0K_J_8zLg|2024-10-17 21:27:56.595092|El Rio Grande|160 E 38th St, New York, NY 10016|40.74826,-73.97669|721|3.4|10016|Mexican
MNNpsRXe7Wt5m3Jla9Wk0w|2024-10-17 21:27:56.595107|The Alcove|41-11 49th St, Sunnyside, NY 11104|40.7459065,-73.915103|1120|4.7|11104|Mexican
boRM4i0UQswxQIp6CA9y_A|2024-10-17 21:27:56.595129|La Esquina - SoHo|114 Kenmare St, New York, NY 10012|40.721372,-73.997529|2230|3.6|10012|Mexican
xrKa2SpgWzPEEbji3Iw2DQ|2024-10-17 21:27:56.595147|The Calaveras|949 Columbus Ave, New York, NY 10025|40.79958471538314,-73.96236413283702|250|4.5|10025|Mexican
k0YxAqybUffN882YanXl1A|2024-10-17 21:27:56.595175|Panzón|23 Greenpoint Ave, Brooklyn, NY 11222|40.7298409,-73.9598741|47|4.0|11222|Mexican
2VdLKWG8e3bT7fTng4UNBg|2024-10-17 21:27:56.595192|Calabrije's Margaritas & Tacos|1619 York Ave, New York, NY 10028|40.77555277141703,-73.9478079705522|36|3.6|10028|Mexican
4ttqjZMCsfz6X0kQ_KR0xQ|2024-10-17 21:27:56.595213|Orale Mexican Kitchen|341 Grove St, Jersey City, NJ 07302|40.720536,-74.042976|1372|3.9|07302|Mexican
2IrwjU67gguqLqQqZ1nFPg|2024-10-17 21:27:56.595230|Guadalupe Restaurant|597 W 207th St, New York, NY 10034|40.86739,-73.92083|784|3.9|10034|Mexican
7ERwg_4Kiaq1ezKTSSv7pg|2024-10-17 21:27:56.595247|Taqueria 86|210 W 94th St, New York, NY 10025|40.793,-73.97214|144|4.5|10025|Mexican
BEYmqrP1_TC0nhnTGKkkJg|2024-10-17 21:27:56.595262|Ella Social|249 Columbus Ave, New York, NY 10023|40.7769826,-73.9788067|740|4.0|10023|Mexican
5RqQOSTz5WBxZYH1iIzv4A|2024-10-17 21:27:56.595277|Los Tacos Hermanos|570 8th Ave, New York, NY 10018|40.75476,-73.99137|24|4.3|10018|Mexican
9z2lUyfzZV8b2rkkiwSM4g|2024-10-17 21:27:56.595293|ABC Cocina|38 E 19th St, New York, NY 10003|40.738005,-73.989251|1020|3.8|10003|Mexican
ZzYDbyn1zLc2xyoeCXXMNw|2024-10-17 21:27:56.595309|Animo|1004 2nd Ave, New York, NY 10022|40.75679,-73.96679|5|5.0|10022|Mexican
AgAkUVLN_axMY-bzbNCfCw|2024-10-17 21:27:58.042558|Yuca Bar|111 Avenue A, New York, NY 10009|40.7262,-73.9836|2052|3.9|10009|Mexican
mUoDwXcYPgyHiZ8s-MenhQ|2024-10-17 21:27:58.042620|Cosmico|43 W 27th St, New York, NY 10001|40.74524,-73.989841|45|4.0|10001|Mexican
f4QBa0khsF9Ut99Tc9IMIA|2024-10-17 21:27:58.042639|Haswell Green's|240 W 52nd St, New York, NY 10019|40.76301,-73.98416|605|4.5|10019|Mexican
PjfnqELVT517Ahw1HHRR4Q|2024-10-17 21:27:58.042656|Yard House|575 7th Ave, New York, NY 10018|40.75509,-73.98727|243|4.0|10018|Mexican
zfGBSEsyBQJdCTUn7xtk_A|2024-10-17 21:27:58.042670|La Taq|70 7th Ave, Brooklyn, NY 11217|40.675426,-73.975111|20|4.6|11217|Mexican
2iwT3iutZvmqzmu7oOkWFw|2024-10-17 21:27:58.042687|Dos Caminos|1567 Broadway, New York, NY 10036|40.7593727,-73.9853281|888|3.6|10036|Mexican
YsDmYRzJo3kiwZvIe1r0Fg|2024-10-17 21:27:58.042706|Playa Betty’s|320 Amsterdam Ave, New York, NY 10023|40.78075,-73.98032|1099|3.6|10023|Mexican
al9HKZ3kCJipAJW4uxzj4A|2024-10-17 21:27:58.042723|Havana Central|151 W 46th St, New York, NY 10036|40.75833809808108,-73.98409870613455|3056|3.9|10036|Mexican
xpHKTZy-YAZTNRErL1X6Rw|2024-10-17 21:27:58.042740|Pink Taco|7 Times Sq, New York, NY 10036|40.75589,-73.98666|289|3.9|10036|Mexican
Geq1Z8TB0gegMEgdLrQuaw|2024-10-17 21:27:58.042756|Los Tacos No 1|201 W 33rd St, New York, NY 10001|40.750553877641906,-73.99132221685959|80|4.7|10001|Mexican
2kkjzgLwKHFmLAfR86kE3Q|2024-10-17 21:27:58.042772|Fonda Tribeca|139 Duane St, New York, NY 10013|40.71664368792575,-74.00766223224433|58|4.4|10013|Mexican
5PIEHs-0Jv-tS8bjDrypew|2024-10-17 21:27:58.042788|Taco Tumba|30-10 Steinway St, Astoria, NY 11103|40.76372534484979,-73.9154483|139|3.9|11103|Mexican
AUyKmFjpaVLwc3awfUnqgQ|2024-10-17 21:27:58.042804|Chela & Garnacha|33-09 36th Ave, Astoria, NY 11106|40.75575116996238,-73.92765310334906|452|4.3|11106|Mexican
3vBVnzsJLRh8WtW3awKxeQ|2024-10-17 21:27:58.042819|Bodega 88|573 Columbus Ave, New York, NY 10024|40.7875358759796,-73.9711353555322|251|4.3|10024|Mexican
zNcDCPiUsE5aT6jyaCVtmA|2024-10-17 21:27:58.042898|Fresco's Cantina|12-14 31st Ave, Astoria, NY 11106|40.76843057338313,-73.93296014453823|305|4.3|11106|Mexican
-Jdk7iFGj2fT4jzPXyEZFA|2024-10-17 21:27:58.042920|El Gallo Taqueria|502 Amsterdam Ave, New York, NY 10024|40.78666,-73.97599|70|3.4|10024|Mexican
Ve6GVzzJpR5QIIPdcn6ViQ|2024-10-17 21:27:58.042939|Mercato|352 W 39th St, New York, NY 10018|40.75626,-73.99364|1098|3.8|10018|Mexican
XR8aTtEBoOzamEjR5DRynw|2024-10-17 21:27:58.042953|Mama Pisco|53-05 65th Pl, Maspeth, NY 11378|40.7311605,-73.899873|124|4.3|11378|Mexican
clTandR9fDd4OaREI8qTsQ|2024-10-17 21:27:58.042968|El Tepeyac Taqueria|1505 Lexington Ave, New York, NY 10029|40.78665,-73.95019|30|3.8|10029|Mexican
Rc1lxc5lSKJYd162JHNMfQ|2024-10-17 21:27:58.042985|Bea|403 W 43rd St, New York, NY 10036|40.7591968,-73.9923361|3022|4.2|10036|Mexican
J_9-q-WFMWg5swNVzzZ_XA|2024-10-17 21:27:58.042998|Lupe's East L.A. Kitchen|110 Ave Of The Americas, New York, NY 10013|40.72358,-74.0047|459|3.6|10013|Mexican
J9pgjC191T-odCmTAG-grQ|2024-10-17 21:27:58.043012|El Diablito Taqueria|60 E 3rd St, New York, NY 10003|40.72504,-73.98917|438|4.3|10003|Mexican
h8J10FpJGaU_4OvP2MgoKQ|2024-10-17 21:27:58.043029|Oso|1618 Amsterdam Ave At 140th St, New York, NY 10031|40.82195,-73.9502399|374|4.2|10031|Mexican
AFMskIEWMA-9mawqSFEuqg|2024-10-17 21:27:58.043048|Buena Onda|1446 1st Ave, New York, NY 10021|40.76992107323629,-73.95424961681297|19|4.5|10021|Mexican
AIKjw2QLvVNdha3TciJYzg|2024-10-17 21:27:58.043067|Boqueria Soho|171 Spring St, New York, NY 10012|40.7249227818105,-74.00215536627918|1296|4.1|10012|Mexican
z5hRX3iJ5Ty_S38iG_WY3Q|2024-10-17 21:27:58.043083|Tanner Smiths|204 W 55th St, New York, NY 10019|40.76442,-73.98169|2211|4.3|10019|Mexican
nRO136GRieGtxz18uD61DA|2024-10-17 21:27:58.043099|Eleven Madison Park|11 Madison Ave, New York, NY 10010|40.7416907417333,-73.9872074872255|2549|4.3|10010|Mexican
-vBfKWJ1v9YdJQT5XUbcBQ|2024-10-17 21:27:58.043114|Le Botaniste|833 Lexington Ave, New York, NY 10065|40.7649986274526,-73.9659830279587|500|4.5|10065|Mexican
YKfj-CUjgb9xQ1kN_bhNLg|2024-10-17 21:27:58.043130|Forget Me Not|138 Division St, New York, NY 10002|40.714498871349,-73.9915559401866|218|4.1|10002|Mexican
jeWIYbgBho9vBDhc5S1xvg|2024-10-17 21:27:58.043145|Chano's Cantina|35-55 31st St, Astoria, NY 11106|40.756621,-73.929336|242|4.2|11106|Mexican
